image_name,viewing_sequence,Logo_order,time_on_Logo,Slogan_order,time_on_Slogan,Beverage_order,time_on_Beverage,Unique_order,time_on_Unique,Sprite_order,time_on_Sprite,Background_order,time_on_Background
MONSTER_jpg.rf.d37fbc17e0e45e0ec35338622ec17f2b.jpg,Unique -> Slogan -> Background -> Logo,4,3.432999849319458,2,2.9839999675750732,NaN,0.0,1,3.4030001163482666,NaN,0.0,3,0.06599998474121094
SPRITE_jpg.rf.4e8ff5b872b46b4855c4b4924fc53a39.jpg,Sprite -> Background -> Unique -> Sprite -> Beverage -> Logo -> Slogan,6,1.5,7,1.1170001029968262,5,1.3670001029968262,3,1.433000087738037,"1,4",4.040999889373779,2,1.566999912261963
Voss-Water_jpg.rf.ff2dc32caacc09d38880ed2e6c35a8f6.jpg,Unique -> Beverage -> Logo -> Beverage -> Unique -> Slogan -> Unique -> Beverage -> Logo -> Beverage -> Unique,"3,9",2.682999849319458,6,1.7170000076293945,"2,4,8,10",2.9830000400543213,"1,5,7,11",3.684000253677368,NaN,0.0,NaN,0.0
FANTA_jpg.rf.60895aa80cc7cbdb0a4139dffc2ff9b9.jpg,Slogan -> Logo -> Slogan -> Background -> Unique -> Background,2,3.1000001430511475,"1,3",3.1069998741149902,NaN,0.0,5,3.2339999675750732,NaN,0.0,"4,6",1.5989999771118164
image_png.rf.237854788db3490e5acff5f440852de1.jpg,Background -> Logo -> Background -> Beverage -> Unique,2,1.934000015258789,NaN,0.0,4,2.115999937057495,5,4.0329999923706055,NaN,0.0,"1,3",2.868000030517578
